VTX, IDX, inPosition.x, inPosition.y, inPosition.z, inColor.x, inColor.y, inColor.z, inColor.w
1433, 1433, 223.27692, 93.74673, 9.65779, 9.65779, 1.00, 1.00, 0.00
1434, 1434, 219.2793, 89.01117, 10.36269, 10.36269, 1.00, 1.00, 0.00
1435, 1435, 219.2793, 93.74673, 10.36269, 10.36269, 1.00, 1.00, 0.00
1436, 1436, 219.82523, 89.01117, 13.45884, 13.45884, 1.00, 1.00, 0.00
1437, 1437, 219.82523, 93.74673, 13.45884, 13.45884, 1.00, 1.00, 0.00
1438, 1438, 223.82285, 89.01117, 12.75395, 12.75395, 1.00, 1.00, 0.00
1439, 1439, 223.82285, 93.74673, 12.75395, 12.75395, 1.00, 1.00, 0.00
1440, 1440, 231.14246, 110.28313, 63.31541, 63.31541, 0.00, 1.00, 1.00
1441, 1441, 230.03864, 109.92021, 60.41772, 60.41772, 0.00, 1.00, 1.00
1442, 1442, 230.03864, 109.92021, 60.41772, 60.41772, 0.00, 1.00, 1.00
1443, 1443, 233.64056, 110.58258, 58.96268, 58.96268, 0.00, 1.00, 1.00
1444, 1444, 233.64056, 110.58258, 58.96268, 58.96268, 0.00, 1.00, 1.00
1445, 1445, 234.74438, 110.9455, 61.86038, 61.86038, 0.00, 1.00, 1.00
1446, 1446, 234.74438, 110.9455, 61.86038, 61.86038, 0.00, 1.00, 1.00
1447, 1447, 231.14246, 110.28313, 63.31541, 63.31541, 0.00, 1.00, 1.00
1448, 1448, 232.06342, 105.75127, 63.53219, 63.53219, 0.00, 1.00, 1.00
1449, 1449, 230.95959, 105.38835, 60.63449, 60.63449, 0.00, 1.00, 1.00
1450, 1450, 230.95959, 105.38835, 60.63449, 60.63449, 0.00, 1.00, 1.00
1451, 1451, 234.56152, 106.05072, 59.17946, 59.17946, 0.00, 1.00, 1.00
1452, 1452, 234.56152, 106.05072, 59.17946, 59.17946, 0.00, 1.00, 1.00
1453, 1453, 235.66534, 106.41364, 62.07716, 62.07716, 0.00, 1.00, 1.00
1454, 1454, 235.66534, 106.41364, 62.07716, 62.07716, 0.00, 1.00, 1.00
1455, 1455, 232.06342, 105.75127, 63.53219, 63.53219, 0.00, 1.00, 1.00
1456, 1456, 231.14246, 110.28313, 63.31541, 63.31541, 0.00, 1.00, 1.00
1457, 1457, 232.06342, 105.75127, 63.53219, 63.53219, 0.00, 1.00, 1.00
1458, 1458, 230.03864, 109.92021, 60.41772, 60.41772, 0.00, 1.00, 1.00
1459, 1459, 230.95959, 105.38835, 60.63449, 60.63449, 0.00, 1.00, 1.00
1460, 1460, 233.64056, 110.58258, 58.96268, 58.96268, 0.00, 1.00, 1.00
1461, 1461, 234.56152, 106.05072, 59.17946, 59.17946, 0.00, 1.00, 1.00
1462, 1462, 234.74438, 110.9455, 61.86038, 61.86038, 0.00, 1.00, 1.00
1463, 1463, 235.66534, 106.41364, 62.07716, 62.07716, 0.00, 1.00, 1.00
1464, 1464, 234.14497, 105.79915, 59.02962, 59.02962, 1.00, 1.00, 0.00
1465, 1465, 230.38127, 105.79915, 60.55026, 60.55026, 1.00, 1.00, 0.00
1466, 1466, 230.38127, 105.79915, 60.55026, 60.55026, 1.00, 1.00, 0.00
1467, 1467, 231.55901, 105.79915, 63.46525, 63.46525, 1.00, 1.00, 0.00
1468, 1468, 231.55901, 105.79915, 63.46525, 63.46525, 1.00, 1.00, 0.00
1469, 1469, 235.32271, 105.79915, 61.94461, 61.94461, 1.00, 1.00, 0.00
1470, 1470, 235.32271, 105.79915, 61.94461, 61.94461, 1.00, 1.00, 0.00
1471, 1471, 234.14497, 105.79915, 59.02962, 59.02962, 1.00, 1.00, 0.00
1472, 1472, 234.14497, 110.5347, 59.02962, 59.02962, 1.00, 1.00, 0.00
1473, 1473, 230.38127, 110.5347, 60.55026, 60.55026, 1.00, 1.00, 0.00
1474, 1474, 230.38127, 110.5347, 60.55026, 60.55026, 1.00, 1.00, 0.00
1475, 1475, 231.55901, 110.5347, 63.46525, 63.46525, 1.00, 1.00, 0.00
1476, 1476, 231.55901, 110.5347, 63.46525, 63.46525, 1.00, 1.00, 0.00
1477, 1477, 235.32271, 110.5347, 61.94461, 61.94461, 1.00, 1.00, 0.00
1478, 1478, 235.32271, 110.5347, 61.94461, 61.94461, 1.00, 1.00, 0.00
1479, 1479, 234.14497, 110.5347, 59.02962, 59.02962, 1.00, 1.00, 0.00
1480, 1480, 234.14497, 105.79915, 59.02962, 59.02962, 1.00, 1.00, 0.00
1481, 1481, 234.14497, 110.5347, 59.02962, 59.02962, 1.00, 1.00, 0.00
1482, 1482, 230.38127, 105.79915, 60.55026, 60.55026, 1.00, 1.00, 0.00
1483, 1483, 230.38127, 110.5347, 60.55026, 60.55026, 1.00, 1.00, 0.00
1484, 1484, 231.55901, 105.79915, 63.46525, 63.46525, 1.00, 1.00, 0.00
1485, 1485, 231.55901, 110.5347, 63.46525, 63.46525, 1.00, 1.00, 0.00
1486, 1486, 235.32271, 105.79915, 61.94461, 61.94461, 1.00, 1.00, 0.00
1487, 1487, 235.32271, 110.5347, 61.94461, 61.94461, 1.00, 1.00, 0.00
1488, 1488, 231.57498, 110.28313, 65.88446, 65.88446, 0.00, 1.00, 1.00
1489, 1489, 230.47116, 109.92021, 62.98676, 62.98676, 0.00, 1.00, 1.00
1490, 1490, 230.47116, 109.92021, 62.98676, 62.98676, 0.00, 1.00, 1.00
1491, 1491, 234.07309, 110.58258, 61.53173, 61.53173, 0.00, 1.00, 1.00
1492, 1492, 234.07309, 110.58258, 61.53173, 61.53173, 0.00, 1.00, 1.00
1493, 1493, 235.17691, 110.9455, 64.42943, 64.42943, 0.00, 1.00, 1.00
1494, 1494, 235.17691, 110.9455, 64.42943, 64.42943, 0.00, 1.00, 1.00
1495, 1495, 231.57498, 110.28313, 65.88446, 65.88446, 0.00, 1.00, 1.00
1496, 1496, 232.49594, 105.75127, 66.10123, 66.10123, 0.00, 1.00, 1.00
1497, 1497, 231.39212, 105.38835, 63.20354, 63.20354, 0.00, 1.00, 1.00
1498, 1498, 231.39212, 105.38835, 63.20354, 63.20354, 0.00, 1.00, 1.00
1499, 1499, 234.99405, 106.05072, 61.7485, 61.7485, 0.00, 1.00, 1.00
1500, 1500, 234.99405, 106.05072, 61.7485, 61.7485, 0.00, 1.00, 1.00
1501, 1501, 236.09787, 106.41364, 64.64619, 64.64619, 0.00, 1.00, 1.00
1502, 1502, 236.09787, 106.41364, 64.64619, 64.64619, 0.00, 1.00, 1.00
1503, 1503, 232.49594, 105.75127, 66.10123, 66.10123, 0.00, 1.00, 1.00
1504, 1504, 231.57498, 110.28313, 65.88446, 65.88446, 0.00, 1.00, 1.00
1505, 1505, 232.49594, 105.75127, 66.10123, 66.10123, 0.00, 1.00, 1.00
1506, 1506, 230.47116, 109.92021, 62.98676, 62.98676, 0.00, 1.00, 1.00
1507, 1507, 231.39212, 105.38835, 63.20354, 63.20354, 0.00, 1.00, 1.00
1508, 1508, 234.07309, 110.58258, 61.53173, 61.53173, 0.00, 1.00, 1.00
1509, 1509, 234.99405, 106.05072, 61.7485, 61.7485, 0.00, 1.00, 1.00
1510, 1510, 235.17691, 110.9455, 64.42943, 64.42943, 0.00, 1.00, 1.00
1511, 1511, 236.09787, 106.41364, 64.64619, 64.64619, 0.00, 1.00, 1.00
1512, 1512, 234.5775, 105.79915, 61.59867, 61.59867, 1.00, 1.00, 0.00
1513, 1513, 230.8138, 105.79915, 63.11931, 63.11931, 1.00, 1.00, 0.00
1514, 1514, 230.8138, 105.79915, 63.11931, 63.11931, 1.00, 1.00, 0.00
1515, 1515, 231.99153, 105.79915, 66.0343, 66.0343, 1.00, 1.00, 0.00
1516, 1516, 231.99153, 105.79915, 66.0343, 66.0343, 1.00, 1.00, 0.00
1517, 1517, 235.75523, 105.79915, 64.51366, 64.51366, 1.00, 1.00, 0.00
1518, 1518, 235.75523, 105.79915, 64.51366, 64.51366, 1.00, 1.00, 0.00
1519, 1519, 234.5775, 105.79915, 61.59867, 61.59867, 1.00, 1.00, 0.00
1520, 1520, 234.5775, 110.5347, 61.59867, 61.59867, 1.00, 1.00, 0.00
1521, 1521, 230.8138, 110.5347, 63.11931, 63.11931, 1.00, 1.00, 0.00
1522, 1522, 230.8138, 110.5347, 63.11931, 63.11931, 1.00, 1.00, 0.00
1523, 1523, 231.99153, 110.5347, 66.0343, 66.0343, 1.00, 1.00, 0.00
1524, 1524, 231.99153, 110.5347, 66.0343, 66.0343, 1.00, 1.00, 0.00
1525, 1525, 235.75523, 110.5347, 64.51366, 64.51366, 1.00, 1.00, 0.00
1526, 1526, 235.75523, 110.5347, 64.51366, 64.51366, 1.00, 1.00, 0.00
1527, 1527, 234.5775, 110.5347, 61.59867, 61.59867, 1.00, 1.00, 0.00
1528, 1528, 234.5775, 105.79915, 61.59867, 61.59867, 1.00, 1.00, 0.00
1529, 1529, 234.5775, 110.5347, 61.59867, 61.59867, 1.00, 1.00, 0.00
1530, 1530, 230.8138, 105.79915, 63.11931, 63.11931, 1.00, 1.00, 0.00
1531, 1531, 230.8138, 110.5347, 63.11931, 63.11931, 1.00, 1.00, 0.00
1532, 1532, 231.99153, 105.79915, 66.0343, 66.0343, 1.00, 1.00, 0.00
1533, 1533, 231.99153, 110.5347, 66.0343, 66.0343, 1.00, 1.00, 0.00
1534, 1534, 235.75523, 105.79915, 64.51366, 64.51366, 1.00, 1.00, 0.00
1535, 1535, 235.75523, 110.5347, 64.51366, 64.51366, 1.00, 1.00, 0.00
1536, 1536, 203.75984, 74.2757, -36.22277, -36.22277, 0.00, 1.00, 1.00
1537, 1537, 203.21358, 73.91279, -33.17046, -33.17046, 0.00, 1.00, 1.00
1538, 1538, 203.21358, 73.91279, -33.17046, -33.17046, 0.00, 1.00, 1.00
1539, 1539, 199.37672, 74.57516, -33.77839, -33.77839, 0.00, 1.00, 1.00
1540, 1540, 199.37672, 74.57516, -33.77839, -33.77839, 0.00, 1.00, 1.00
1541, 1541, 199.92299, 74.93807, -36.8307, -36.8307, 0.00, 1.00, 1.00
1542, 1542, 199.92299, 74.93807, -36.8307, -36.8307, 0.00, 1.00, 1.00
1543, 1543, 203.75984, 74.2757, -36.22277, -36.22277, 0.00, 1.00, 1.00
1544, 1544, 203.08208, 69.74384, -36.88291, -36.88291, 0.00, 1.00, 1.00
1545, 1545, 202.53581, 69.38093, -33.83059, -33.83059, 0.00, 1.00, 1.00
1546, 1546, 202.53581, 69.38093, -33.83059, -33.83059, 0.00, 1.00, 1.00
1547, 1547, 198.69896, 70.0433, -34.43852, -34.43852, 0.00, 1.00, 1.00
1548, 1548, 198.69896, 70.0433, -34.43852, -34.43852, 0.00, 1.00, 1.00
1549, 1549, 199.24522, 70.40621, -37.49083, -37.49083, 0.00, 1.00, 1.00
1550, 1550, 199.24522, 70.40621, -37.49083, -37.49083, 0.00, 1.00, 1.00
1551, 1551, 203.08208, 69.74384, -36.88291, -36.88291, 0.00, 1.00, 1.00
1552, 1552, 203.75984, 74.2757, -36.22277, -36.22277, 0.00, 1.00, 1.00
1553, 1553, 203.08208, 69.74384, -36.88291, -36.88291, 0.00, 1.00, 1.00
1554, 1554, 203.21358, 73.91279, -33.17046, -33.17046, 0.00, 1.00, 1.00
1555, 1555, 202.53581, 69.38093, -33.83059, -33.83059, 0.00, 1.00, 1.00
1556, 1556, 199.37672, 74.57516, -33.77839, -33.77839, 0.00, 1.00, 1.00
1557, 1557, 198.69896, 70.0433, -34.43852, -34.43852, 0.00, 1.00, 1.00
1558, 1558, 199.92299, 74.93807, -36.8307, -36.8307, 0.00, 1.00, 1.00
1559, 1559, 199.24522, 70.40621, -37.49083, -37.49083, 0.00, 1.00, 1.00
1560, 1560, 198.97884, 69.79172, -34.09555, -34.09555, 1.00, 1.00, 0.00
1561, 1561, 202.98814, 69.79172, -33.46054, -33.46054, 1.00, 1.00, 0.00
1562, 1562, 202.98814, 69.79172, -33.46054, -33.46054, 1.00, 1.00, 0.00
1563, 1563, 203.47997, 69.79172, -36.56575, -36.56575, 1.00, 1.00, 0.00
1564, 1564, 203.47997, 69.79172, -36.56575, -36.56575, 1.00, 1.00, 0.00
1565, 1565, 199.47066, 69.79172, -37.20076, -37.20076, 1.00, 1.00, 0.00
1566, 1566, 199.47066, 69.79172, -37.20076, -37.20076, 1.00, 1.00, 0.00
1567, 1567, 198.97884, 69.79172, -34.09555, -34.09555, 1.00, 1.00, 0.00
1568, 1568, 198.97884, 74.52728, -34.09555, -34.09555, 1.00, 1.00, 0.00
1569, 1569, 202.98814, 74.52728, -33.46054, -33.46054, 1.00, 1.00, 0.00
1570, 1570, 202.98814, 74.52728, -33.46054, -33.46054, 1.00, 1.00, 0.00
1571, 1571, 203.47997, 74.52728, -36.56575, -36.56575, 1.00, 1.00, 0.00
1572, 1572, 203.47997, 74.52728, -36.56575, -36.56575, 1.00, 1.00, 0.00
1573, 1573, 199.47066, 74.52728, -37.20076, -37.20076, 1.00, 1.00, 0.00
1574, 1574, 199.47066, 74.52728, -37.20076, -37.20076, 1.00, 1.00, 0.00
1575, 1575, 198.97884, 74.52728, -34.09555, -34.09555, 1.00, 1.00, 0.00
1576, 1576, 198.97884, 69.79172, -34.09555, -34.09555, 1.00, 1.00, 0.00
1577, 1577, 198.97884, 74.52728, -34.09555, -34.09555, 1.00, 1.00, 0.00
1578, 1578, 202.98814, 69.79172, -33.46054, -33.46054, 1.00, 1.00, 0.00
1579, 1579, 202.98814, 74.52728, -33.46054, -33.46054, 1.00, 1.00, 0.00
1580, 1580, 203.47997, 69.79172, -36.56575, -36.56575, 1.00, 1.00, 0.00
1581, 1581, 203.47997, 74.52728, -36.56575, -36.56575, 1.00, 1.00, 0.00
1582, 1582, 199.47066, 69.79172, -37.20076, -37.20076, 1.00, 1.00, 0.00
1583, 1583, 199.47066, 74.52728, -37.20076, -37.20076, 1.00, 1.00, 0.00
1584, 1584, 219.0782, 93.38866, 11.03158, 11.03158, 0.00, 1.00, 1.00
1585, 1585, 218.60097, 93.02575, 7.96771, 7.96771, 0.00, 1.00, 1.00
1586, 1586, 218.60097, 93.02575, 7.96771, 7.96771, 0.00, 1.00, 1.00
1587, 1587, 222.42671, 93.68812, 7.29336, 7.29336, 0.00, 1.00, 1.00
1588, 1588, 222.42671, 93.68812, 7.29336, 7.29336, 0.00, 1.00, 1.00
1589, 1589, 222.90395, 94.05103, 10.35722, 10.35722, 0.00, 1.00, 1.00
1590, 1590, 222.90395, 94.05103, 10.35722, 10.35722, 0.00, 1.00, 1.00
1591, 1591, 219.0782, 93.38866, 11.03158, 11.03158, 0.00, 1.00, 1.00
1592, 1592, 219.93394, 88.8568, 11.43509, 11.43509, 0.00, 1.00, 1.00
1593, 1593, 219.45671, 88.49389, 8.37122, 8.37122, 0.00, 1.00, 1.00
1594, 1594, 219.45671, 88.49389, 8.37122, 8.37122, 0.00, 1.00, 1.00
1595, 1595, 223.28246, 89.15626, 7.69687, 7.69687, 0.00, 1.00, 1.00
1596, 1596, 223.28246, 89.15626, 7.69687, 7.69687, 0.00, 1.00, 1.00
1597, 1597, 223.75969, 89.51917, 10.76074, 10.76074, 0.00, 1.00, 1.00
1598, 1598, 223.75969, 89.51917, 10.76074, 10.76074, 0.00, 1.00, 1.00
1599, 1599, 219.93394, 88.8568, 11.43509, 11.43509, 0.00, 1.00, 1.00
1600, 1600, 219.0782, 93.38866, 11.03158, 11.03158, 0.00, 1.00, 1.00
1601, 1601, 219.93394, 88.8568, 11.43509, 11.43509, 0.00, 1.00, 1.00
1602, 1602, 218.60097, 93.02575, 7.96771, 7.96771, 0.00, 1.00, 1.00
1603, 1603, 219.45671, 88.49389, 8.37122, 8.37122, 0.00, 1.00, 1.00
1604, 1604, 222.42671, 93.68812, 7.29336, 7.29336, 0.00, 1.00, 1.00
1605, 1605, 223.28246, 89.15626, 7.69687, 7.69687, 0.00, 1.00, 1.00
1606, 1606, 222.90395, 94.05103, 10.35722, 10.35722, 0.00, 1.00, 1.00
1607, 1607, 223.75969, 89.51917, 10.76074, 10.76074, 0.00, 1.00, 1.00
1608, 1608, 222.90617, 88.90468, 7.4637, 7.4637, 1.00, 1.00, 0.00
1609, 1609, 218.90855, 88.90468, 8.16859, 8.16859, 1.00, 1.00, 0.00
1610, 1610, 218.90855, 88.90468, 8.16859, 8.16859, 1.00, 1.00, 0.00
1611, 1611, 219.45448, 88.90468, 11.26474, 11.26474, 1.00, 1.00, 0.00
1612, 1612, 219.45448, 88.90468, 11.26474, 11.26474, 1.00, 1.00, 0.00
1613, 1613, 223.4521, 88.90468, 10.55985, 10.55985, 1.00, 1.00, 0.00
1614, 1614, 223.4521, 88.90468, 10.55985, 10.55985, 1.00, 1.00, 0.00
1615, 1615, 222.90617, 88.90468, 7.4637, 7.4637, 1.00, 1.00, 0.00
1616, 1616, 222.90617, 93.64024, 7.4637, 7.4637, 1.00, 1.00, 0.00
1617, 1617, 218.90855, 93.64024, 8.16859, 8.16859, 1.00, 1.00, 0.00
1618, 1618, 218.90855, 93.64024, 8.16859, 8.16859, 1.00, 1.00, 0.00
1619, 1619, 219.45448, 93.64024, 11.26474, 11.26474, 1.00, 1.00, 0.00
1620, 1620, 219.45448, 93.64024, 11.26474, 11.26474, 1.00, 1.00, 0.00
1621, 1621, 223.4521, 93.64024, 10.55985, 10.55985, 1.00, 1.00, 0.00
1622, 1622, 223.4521, 93.64024, 10.55985, 10.55985, 1.00, 1.00, 0.00
1623, 1623, 222.90617, 93.64024, 7.4637, 7.4637, 1.00, 1.00, 0.00
1624, 1624, 222.90617, 88.90468, 7.4637, 7.4637, 1.00, 1.00, 0.00
1625, 1625, 222.90617, 93.64024, 7.4637, 7.4637, 1.00, 1.00, 0.00
1626, 1626, 218.90855, 88.90468, 8.16859, 8.16859, 1.00, 1.00, 0.00
1627, 1627, 218.90855, 93.64024, 8.16859, 8.16859, 1.00, 1.00, 0.00
1628, 1628, 219.45448, 88.90468, 11.26474, 11.26474, 1.00, 1.00, 0.00
1629, 1629, 219.45448, 93.64024, 11.26474, 11.26474, 1.00, 1.00, 0.00
1630, 1630, 223.4521, 88.90468, 10.55985, 10.55985, 1.00, 1.00, 0.00
1631, 1631, 223.4521, 93.64024, 10.55985, 10.55985, 1.00, 1.00, 0.00
1632, 1632, 223.4248, 77.14789, -63.02407, -63.02407, 0.00, 1.00, 1.00
1633, 1633, 222.98514, 77.14789, -59.44316, -59.44316, 0.00, 1.00, 1.00
1634, 1634, 222.98514, 77.14789, -59.44316, -59.44316, 0.00, 1.00, 1.00
1635, 1635, 222.98514, 80.54283, -59.44316, -59.44316, 0.00, 1.00, 1.00
1636, 1636, 222.98514, 80.54283, -59.44316, -59.44316, 0.00, 1.00, 1.00
1637, 1637, 223.4248, 80.54283, -63.02407, -63.02407, 0.00, 1.00, 1.00
1638, 1638, 223.4248, 80.54283, -63.02407, -63.02407, 0.00, 1.00, 1.00
1639, 1639, 223.4248, 77.14789, -63.02407, -63.02407, 0.00, 1.00, 1.00
1640, 1640, 219.40921, 77.14789, -63.51712, -63.51712, 0.00, 1.00, 1.00
1641, 1641, 218.96954, 77.14789, -59.93621, -59.93621, 0.00, 1.00, 1.00
1642, 1642, 218.96954, 77.14789, -59.93621, -59.93621, 0.00, 1.00, 1.00
1643, 1643, 218.96954, 80.54283, -59.93621, -59.93621, 0.00, 1.00, 1.00
1644, 1644, 218.96954, 80.54283, -59.93621, -59.93621, 0.00, 1.00, 1.00
1645, 1645, 219.40921, 80.54283, -63.51712, -63.51712, 0.00, 1.00, 1.00
1646, 1646, 219.40921, 80.54283, -63.51712, -63.51712, 0.00, 1.00, 1.00
1647, 1647, 219.40921, 77.14789, -63.51712, -63.51712, 0.00, 1.00, 1.00
1648, 1648, 223.4248, 77.14789, -63.02407, -63.02407, 0.00, 1.00, 1.00
1649, 1649, 219.40921, 77.14789, -63.51712, -63.51712, 0.00, 1.00, 1.00
1650, 1650, 222.98514, 77.14789, -59.44316, -59.44316, 0.00, 1.00, 1.00
1651, 1651, 218.96954, 77.14789, -59.93621, -59.93621, 0.00, 1.00, 1.00
1652, 1652, 222.98514, 80.54283, -59.44316, -59.44316, 0.00, 1.00, 1.00
1653, 1653, 218.96954, 80.54283, -59.93621, -59.93621, 0.00, 1.00, 1.00
1654, 1654, 223.4248, 80.54283, -63.02407, -63.02407, 0.00, 1.00, 1.00
1655, 1655, 219.40921, 80.54283, -63.51712, -63.51712, 0.00, 1.00, 1.00
1656, 1656, 223.9931, 75.57796, -67.65236, -67.65236, 0.00, 1.00, 1.00
1657, 1657, 223.55344, 75.57796, -64.07146, -64.07146, 0.00, 1.00, 1.00
1658, 1658, 223.55344, 75.57796, -64.07146, -64.07146, 0.00, 1.00, 1.00
1659, 1659, 223.55344, 78.9729, -64.07146, -64.07146, 0.00, 1.00, 1.00
1660, 1660, 223.55344, 78.9729, -64.07146, -64.07146, 0.00, 1.00, 1.00
1661, 1661, 223.9931, 78.9729, -67.65236, -67.65236, 0.00, 1.00, 1.00
1662, 1662, 223.9931, 78.9729, -67.65236, -67.65236, 0.00, 1.00, 1.00
1663, 1663, 223.9931, 75.57796, -67.65236, -67.65236, 0.00, 1.00, 1.00
1664, 1664, 219.97751, 75.57796, -68.14542, -68.14542, 0.00, 1.00, 1.00
1665, 1665, 219.53784, 75.57796, -64.56451, -64.56451, 0.00, 1.00, 1.00
1666, 1666, 219.53784, 75.57796, -64.56451, -64.56451, 0.00, 1.00, 1.00
1667, 1667, 219.53784, 78.9729, -64.56451, -64.56451, 0.00, 1.00, 1.00
1668, 1668, 219.53784, 78.9729, -64.56451, -64.56451, 0.00, 1.00, 1.00
1669, 1669, 219.97751, 78.9729, -68.14542, -68.14542, 0.00, 1.00, 1.00
1670, 1670, 219.97751, 78.9729, -68.14542, -68.14542, 0.00, 1.00, 1.00
1671, 1671, 219.97751, 75.57796, -68.14542, -68.14542, 0.00, 1.00, 1.00
1672, 1672, 223.9931, 75.57796, -67.65236, -67.65236, 0.00, 1.00, 1.00
1673, 1673, 219.97751, 75.57796, -68.14542, -68.14542, 0.00, 1.00, 1.00
1674, 1674, 223.55344, 75.57796, -64.07146, -64.07146, 0.00, 1.00, 1.00
1675, 1675, 219.53784, 75.57796, -64.56451, -64.56451, 0.00, 1.00, 1.00
1676, 1676, 223.55344, 78.9729, -64.07146, -64.07146, 0.00, 1.00, 1.00
1677, 1677, 219.53784, 78.9729, -64.56451, -64.56451, 0.00, 1.00, 1.00
1678, 1678, 223.9931, 78.9729, -67.65236, -67.65236, 0.00, 1.00, 1.00
1679, 1679, 219.97751, 78.9729, -68.14542, -68.14542, 0.00, 1.00, 1.00
1680, 1680, 260.70502, 87.37934, -233.68297, -233.68297, 0.00, 1.00, 1.00
1681, 1681, 258.48383, 87.37934, -236.52596, -236.52596, 0.00, 1.00, 1.00
1682, 1682, 258.48383, 87.37934, -236.52596, -236.52596, 0.00, 1.00, 1.00
1683, 1683, 258.48383, 90.77428, -236.52596, -236.52596, 0.00, 1.00, 1.00
1684, 1684, 258.48383, 90.77428, -236.52596, -236.52596, 0.00, 1.00, 1.00
1685, 1685, 260.70502, 90.77428, -233.68297, -233.68297, 0.00, 1.00, 1.00
1686, 1686, 260.70502, 90.77428, -233.68297, -233.68297, 0.00, 1.00, 1.00
1687, 1687, 260.70502, 87.37934, -233.68297, -233.68297, 0.00, 1.00, 1.00
1688, 1688, 263.89313, 87.37934, -236.17378, -236.17378, 0.00, 1.00, 1.00
1689, 1689, 261.67194, 87.37934, -239.01677, -239.01677, 0.00, 1.00, 1.00
1690, 1690, 261.67194, 87.37934, -239.01677, -239.01677, 0.00, 1.00, 1.00
1691, 1691, 261.67194, 90.77428, -239.01677, -239.01677, 0.00, 1.00, 1.00
1692, 1692, 261.67194, 90.77428, -239.01677, -239.01677, 0.00, 1.00, 1.00
1693, 1693, 263.89313, 90.77428, -236.17378, -236.17378, 0.00, 1.00, 1.00
1694, 1694, 263.89313, 90.77428, -236.17378, -236.17378, 0.00, 1.00, 1.00
1695, 1695, 263.89313, 87.37934, -236.17378, -236.17378, 0.00, 1.00, 1.00
1696, 1696, 260.70502, 87.37934, -233.68297, -233.68297, 0.00, 1.00, 1.00
1697, 1697, 263.89313, 87.37934, -236.17378, -236.17378, 0.00, 1.00, 1.00
1698, 1698, 258.48383, 87.37934, -236.52596, -236.52596, 0.00, 1.00, 1.00
1699, 1699, 261.67194, 87.37934, -239.01677, -239.01677, 0.00, 1.00, 1.00
1700, 1700, 258.48383, 90.77428, -236.52596, -236.52596, 0.00, 1.00, 1.00
1701, 1701, 261.67194, 90.77428, -239.01677, -239.01677, 0.00, 1.00, 1.00
1702, 1702, 260.70502, 90.77428, -233.68297, -233.68297, 0.00, 1.00, 1.00
1703, 1703, 263.89313, 90.77428, -236.17378, -236.17378, 0.00, 1.00, 1.00
1704, 1704, 264.12128, 87.37934, -229.21988, -229.21988, 0.00, 1.00, 1.00
1705, 1705, 261.90009, 87.37934, -232.06287, -232.06287, 0.00, 1.00, 1.00
1706, 1706, 261.90009, 87.37934, -232.06287, -232.06287, 0.00, 1.00, 1.00
1707, 1707, 261.90009, 90.77428, -232.06287, -232.06287, 0.00, 1.00, 1.00
1708, 1708, 261.90009, 90.77428, -232.06287, -232.06287, 0.00, 1.00, 1.00
1709, 1709, 264.12128, 90.77428, -229.21988, -229.21988, 0.00, 1.00, 1.00
1710, 1710, 264.12128, 90.77428, -229.21988, -229.21988, 0.00, 1.00, 1.00
1711, 1711, 264.12128, 87.37934, -229.21988, -229.21988, 0.00, 1.00, 1.00
1712, 1712, 267.30939, 87.37934, -231.71069, -231.71069, 0.00, 1.00, 1.00
1713, 1713, 265.0882, 87.37934, -234.55368, -234.55368, 0.00, 1.00, 1.00
1714, 1714, 265.0882, 87.37934, -234.55368, -234.55368, 0.00, 1.00, 1.00
1715, 1715, 265.0882, 90.77428, -234.55368, -234.55368, 0.00, 1.00, 1.00
1716, 1716, 265.0882, 90.77428, -234.55368, -234.55368, 0.00, 1.00, 1.00
1717, 1717, 267.30939, 90.77428, -231.71069, -231.71069, 0.00, 1.00, 1.00
1718, 1718, 267.30939, 90.77428, -231.71069, -231.71069, 0.00, 1.00, 1.00
1719, 1719, 267.30939, 87.37934, -231.71069, -231.71069, 0.00, 1.00, 1.00
1720, 1720, 264.12128, 87.37934, -229.21988, -229.21988, 0.00, 1.00, 1.00
1721, 1721, 267.30939, 87.37934, -231.71069, -231.71069, 0.00, 1.00, 1.00
1722, 1722, 261.90009, 87.37934, -232.06287, -232.06287, 0.00, 1.00, 1.00
1723, 1723, 265.0882, 87.37934, -234.55368, -234.55368, 0.00, 1.00, 1.00
1724, 1724, 261.90009, 90.77428, -232.06287, -232.06287, 0.00, 1.00, 1.00
1725, 1725, 265.0882, 90.77428, -234.55368, -234.55368, 0.00, 1.00, 1.00
1726, 1726, 264.12128, 90.77428, -229.21988, -229.21988, 0.00, 1.00, 1.00
1727, 1727, 267.30939, 90.77428, -231.71069, -231.71069, 0.00, 1.00, 1.00
1728, 1728, 267.60013, 87.37934, -224.76715, -224.76715, 0.00, 1.00, 1.00
1729, 1729, 265.37894, 87.37934, -227.61014, -227.61014, 0.00, 1.00, 1.00
1730, 1730, 265.37894, 87.37934, -227.61014, -227.61014, 0.00, 1.00, 1.00
1731, 1731, 265.37894, 90.77428, -227.61014, -227.61014, 0.00, 1.00, 1.00
1732, 1732, 265.37894, 90.77428, -227.61014, -227.61014, 0.00, 1.00, 1.00
1733, 1733, 267.60013, 90.77428, -224.76715, -224.76715, 0.00, 1.00, 1.00
1734, 1734, 267.60013, 90.77428, -224.76715, -224.76715, 0.00, 1.00, 1.00
1735, 1735, 267.60013, 87.37934, -224.76715, -224.76715, 0.00, 1.00, 1.00
