VTX, IDX, inPosition.x, inPosition.y, inPosition.z, inColor.x, inColor.y, inColor.z, inColor.w
0, 0, 329.03189, 91.10446, -77.42623, -77.42623, 0.00, 1.00, 1.00
1, 1, 327.77762, 91.10446, -77.24523, -77.24523, 0.00, 1.00, 1.00
2, 2, 327.77762, 91.10446, -77.24523, -77.24523, 0.00, 1.00, 1.00
3, 3, 327.75076, 92.467, -77.43136, -77.43136, 0.00, 1.00, 1.00
4, 4, 327.75076, 92.467, -77.43136, -77.43136, 0.00, 1.00, 1.00
5, 5, 329.00504, 92.467, -77.61236, -77.61236, 0.00, 1.00, 1.00
6, 6, 329.00504, 92.467, -77.61236, -77.61236, 0.00, 1.00, 1.00
7, 7, 329.03189, 91.10446, -77.42623, -77.42623, 0.00, 1.00, 1.00
8, 8, 328.78238, 90.86336, -79.1552, -79.1552, 0.00, 1.00, 1.00
9, 9, 327.52811, 90.86336, -78.97421, -78.97421, 0.00, 1.00, 1.00
10, 10, 327.52811, 90.86336, -78.97421, -78.97421, 0.00, 1.00, 1.00
11, 11, 327.50125, 92.22589, -79.16033, -79.16033, 0.00, 1.00, 1.00
12, 12, 327.50125, 92.22589, -79.16033, -79.16033, 0.00, 1.00, 1.00
13, 13, 328.75552, 92.22589, -79.34133, -79.34133, 0.00, 1.00, 1.00
14, 14, 328.75552, 92.22589, -79.34133, -79.34133, 0.00, 1.00, 1.00
15, 15, 328.78238, 90.86336, -79.1552, -79.1552, 0.00, 1.00, 1.00
16, 16, 329.03189, 91.10446, -77.42623, -77.42623, 0.00, 1.00, 1.00
17, 17, 328.78238, 90.86336, -79.1552, -79.1552, 0.00, 1.00, 1.00
18, 18, 327.77762, 91.10446, -77.24523, -77.24523, 0.00, 1.00, 1.00
19, 19, 327.52811, 90.86336, -78.97421, -78.97421, 0.00, 1.00, 1.00
20, 20, 327.75076, 92.467, -77.43136, -77.43136, 0.00, 1.00, 1.00
21, 21, 327.50125, 92.22589, -79.16033, -79.16033, 0.00, 1.00, 1.00
22, 22, 329.00504, 92.467, -77.61236, -77.61236, 0.00, 1.00, 1.00
23, 23, 328.75552, 92.22589, -79.34133, -79.34133, 0.00, 1.00, 1.00
24, 24, 327.61649, 90.97093, -79.18938, -79.18938, 1.00, 1.00, 0.00
25, 25, 328.91666, 90.97093, -79.18938, -79.18938, 1.00, 1.00, 0.00
26, 26, 328.91666, 90.97093, -79.18938, -79.18938, 1.00, 1.00, 0.00
27, 27, 328.91666, 92.35942, -79.18938, -79.18938, 1.00, 1.00, 0.00
28, 28, 328.91666, 92.35942, -79.18938, -79.18938, 1.00, 1.00, 0.00
29, 29, 327.61649, 92.35942, -79.18938, -79.18938, 1.00, 1.00, 0.00
30, 30, 327.61649, 92.35942, -79.18938, -79.18938, 1.00, 1.00, 0.00
31, 31, 327.61649, 90.97093, -79.18938, -79.18938, 1.00, 1.00, 0.00
32, 32, 327.61649, 90.97093, -77.39718, -77.39718, 1.00, 1.00, 0.00
33, 33, 328.91666, 90.97093, -77.39718, -77.39718, 1.00, 1.00, 0.00
34, 34, 328.91666, 90.97093, -77.39718, -77.39718, 1.00, 1.00, 0.00
35, 35, 328.91666, 92.35942, -77.39718, -77.39718, 1.00, 1.00, 0.00
36, 36, 328.91666, 92.35942, -77.39718, -77.39718, 1.00, 1.00, 0.00
37, 37, 327.61649, 92.35942, -77.39718, -77.39718, 1.00, 1.00, 0.00
38, 38, 327.61649, 92.35942, -77.39718, -77.39718, 1.00, 1.00, 0.00
39, 39, 327.61649, 90.97093, -77.39718, -77.39718, 1.00, 1.00, 0.00
40, 40, 327.61649, 90.97093, -79.18938, -79.18938, 1.00, 1.00, 0.00
41, 41, 327.61649, 90.97093, -77.39718, -77.39718, 1.00, 1.00, 0.00
42, 42, 328.91666, 90.97093, -79.18938, -79.18938, 1.00, 1.00, 0.00
43, 43, 328.91666, 90.97093, -77.39718, -77.39718, 1.00, 1.00, 0.00
44, 44, 328.91666, 92.35942, -79.18938, -79.18938, 1.00, 1.00, 0.00
45, 45, 328.91666, 92.35942, -77.39718, -77.39718, 1.00, 1.00, 0.00
46, 46, 327.61649, 92.35942, -79.18938, -79.18938, 1.00, 1.00, 0.00
47, 47, 327.61649, 92.35942, -77.39718, -77.39718, 1.00, 1.00, 0.00
48, 48, 247.58327, 90.08223, 55.05745, 55.05745, 0.00, 1.00, 1.00
49, 49, 246.32896, 90.08223, 55.23845, 55.23845, 0.00, 1.00, 1.00
50, 50, 246.32896, 90.08223, 55.23845, 55.23845, 0.00, 1.00, 1.00
51, 51, 246.30211, 91.44476, 55.05232, 55.05232, 0.00, 1.00, 1.00
52, 52, 246.30211, 91.44476, 55.05232, 55.05232, 0.00, 1.00, 1.00
53, 53, 247.55641, 91.44476, 54.87132, 54.87132, 0.00, 1.00, 1.00
54, 54, 247.55641, 91.44476, 54.87132, 54.87132, 0.00, 1.00, 1.00
55, 55, 247.58327, 90.08223, 55.05745, 55.05745, 0.00, 1.00, 1.00
56, 56, 247.33379, 89.84113, 53.32847, 53.32847, 0.00, 1.00, 1.00
57, 57, 246.07948, 89.84113, 53.50947, 53.50947, 0.00, 1.00, 1.00
58, 58, 246.07948, 89.84113, 53.50947, 53.50947, 0.00, 1.00, 1.00
59, 59, 246.05263, 91.20366, 53.32335, 53.32335, 0.00, 1.00, 1.00
60, 60, 246.05263, 91.20366, 53.32335, 53.32335, 0.00, 1.00, 1.00
61, 61, 247.30693, 91.20366, 53.14235, 53.14235, 0.00, 1.00, 1.00
62, 62, 247.30693, 91.20366, 53.14235, 53.14235, 0.00, 1.00, 1.00
63, 63, 247.33379, 89.84113, 53.32847, 53.32847, 0.00, 1.00, 1.00
64, 64, 247.58327, 90.08223, 55.05745, 55.05745, 0.00, 1.00, 1.00
65, 65, 247.33379, 89.84113, 53.32847, 53.32847, 0.00, 1.00, 1.00
66, 66, 246.32896, 90.08223, 55.23845, 55.23845, 0.00, 1.00, 1.00
67, 67, 246.07948, 89.84113, 53.50947, 53.50947, 0.00, 1.00, 1.00
68, 68, 246.30211, 91.44476, 55.05232, 55.05232, 0.00, 1.00, 1.00
69, 69, 246.05263, 91.20366, 53.32335, 53.32335, 0.00, 1.00, 1.00
70, 70, 247.55641, 91.44476, 54.87132, 54.87132, 0.00, 1.00, 1.00
71, 71, 247.30693, 91.20366, 53.14235, 53.14235, 0.00, 1.00, 1.00
72, 72, 246.16786, 89.9487, 53.29429, 53.29429, 1.00, 1.00, 0.00
73, 73, 247.46803, 89.9487, 53.29429, 53.29429, 1.00, 1.00, 0.00
74, 74, 247.46803, 89.9487, 53.29429, 53.29429, 1.00, 1.00, 0.00
75, 75, 247.46803, 91.33719, 53.29429, 53.29429, 1.00, 1.00, 0.00
76, 76, 247.46803, 91.33719, 53.29429, 53.29429, 1.00, 1.00, 0.00
77, 77, 246.16786, 91.33719, 53.29429, 53.29429, 1.00, 1.00, 0.00
78, 78, 246.16786, 91.33719, 53.29429, 53.29429, 1.00, 1.00, 0.00
79, 79, 246.16786, 89.9487, 53.29429, 53.29429, 1.00, 1.00, 0.00
80, 80, 246.16786, 89.9487, 55.0865, 55.0865, 1.00, 1.00, 0.00
81, 81, 247.46803, 89.9487, 55.0865, 55.0865, 1.00, 1.00, 0.00
82, 82, 247.46803, 89.9487, 55.0865, 55.0865, 1.00, 1.00, 0.00
83, 83, 247.46803, 91.33719, 55.0865, 55.0865, 1.00, 1.00, 0.00
84, 84, 247.46803, 91.33719, 55.0865, 55.0865, 1.00, 1.00, 0.00
85, 85, 246.16786, 91.33719, 55.0865, 55.0865, 1.00, 1.00, 0.00
86, 86, 246.16786, 91.33719, 55.0865, 55.0865, 1.00, 1.00, 0.00
87, 87, 246.16786, 89.9487, 55.0865, 55.0865, 1.00, 1.00, 0.00
88, 88, 246.16786, 89.9487, 53.29429, 53.29429, 1.00, 1.00, 0.00
89, 89, 246.16786, 89.9487, 55.0865, 55.0865, 1.00, 1.00, 0.00
90, 90, 247.46803, 89.9487, 53.29429, 53.29429, 1.00, 1.00, 0.00
91, 91, 247.46803, 89.9487, 55.0865, 55.0865, 1.00, 1.00, 0.00
92, 92, 247.46803, 91.33719, 53.29429, 53.29429, 1.00, 1.00, 0.00
93, 93, 247.46803, 91.33719, 55.0865, 55.0865, 1.00, 1.00, 0.00
94, 94, 246.16786, 91.33719, 53.29429, 53.29429, 1.00, 1.00, 0.00
95, 95, 246.16786, 91.33719, 55.0865, 55.0865, 1.00, 1.00, 0.00
96, 96, 375.52542, 89.42021, -117.34172, -117.34172, 0.00, 1.00, 1.00
97, 97, 376.54196, 89.42021, -117.63321, -117.63321, 0.00, 1.00, 1.00
98, 98, 376.54196, 89.42021, -117.63321, -117.63321, 0.00, 1.00, 1.00
99, 99, 376.54196, 90.0627, -117.63321, -117.63321, 0.00, 1.00, 1.00
100, 100, 376.54196, 90.0627, -117.63321, -117.63321, 0.00, 1.00, 1.00
101, 101, 375.52542, 90.0627, -117.34172, -117.34172, 0.00, 1.00, 1.00
102, 102, 375.52542, 90.0627, -117.34172, -117.34172, 0.00, 1.00, 1.00
103, 103, 375.52542, 89.42021, -117.34172, -117.34172, 0.00, 1.00, 1.00
104, 104, 375.81693, 89.42021, -116.3252, -116.3252, 0.00, 1.00, 1.00
105, 105, 376.83347, 89.42021, -116.61668, -116.61668, 0.00, 1.00, 1.00
106, 106, 376.83347, 89.42021, -116.61668, -116.61668, 0.00, 1.00, 1.00
107, 107, 376.83347, 90.0627, -116.61668, -116.61668, 0.00, 1.00, 1.00
108, 108, 376.83347, 90.0627, -116.61668, -116.61668, 0.00, 1.00, 1.00
109, 109, 375.81693, 90.0627, -116.3252, -116.3252, 0.00, 1.00, 1.00
110, 110, 375.81693, 90.0627, -116.3252, -116.3252, 0.00, 1.00, 1.00
111, 111, 375.81693, 89.42021, -116.3252, -116.3252, 0.00, 1.00, 1.00
112, 112, 375.52542, 89.42021, -117.34172, -117.34172, 0.00, 1.00, 1.00
113, 113, 375.81693, 89.42021, -116.3252, -116.3252, 0.00, 1.00, 1.00
114, 114, 376.54196, 89.42021, -117.63321, -117.63321, 0.00, 1.00, 1.00
115, 115, 376.83347, 89.42021, -116.61668, -116.61668, 0.00, 1.00, 1.00
116, 116, 376.54196, 90.0627, -117.63321, -117.63321, 0.00, 1.00, 1.00
117, 117, 376.83347, 90.0627, -116.61668, -116.61668, 0.00, 1.00, 1.00
118, 118, 375.52542, 90.0627, -117.34172, -117.34172, 0.00, 1.00, 1.00
119, 119, 375.81693, 90.0627, -116.3252, -116.3252, 0.00, 1.00, 1.00
120, 120, 375.53781, 89.43021, -117.33487, -117.33487, 1.00, 1.00, 0.00
121, 121, 376.53513, 89.43021, -117.62083, -117.62083, 1.00, 1.00, 0.00
122, 122, 376.53513, 89.43021, -117.62083, -117.62083, 1.00, 1.00, 0.00
123, 123, 376.53513, 90.0527, -117.62083, -117.62083, 1.00, 1.00, 0.00
124, 124, 376.53513, 90.0527, -117.62083, -117.62083, 1.00, 1.00, 0.00
125, 125, 375.53781, 90.0527, -117.33487, -117.33487, 1.00, 1.00, 0.00
126, 126, 375.53781, 90.0527, -117.33487, -117.33487, 1.00, 1.00, 0.00
127, 127, 375.53781, 89.43021, -117.33487, -117.33487, 1.00, 1.00, 0.00
128, 128, 375.82376, 89.43021, -116.33757, -116.33757, 1.00, 1.00, 0.00
129, 129, 376.82108, 89.43021, -116.62354, -116.62354, 1.00, 1.00, 0.00
130, 130, 376.82108, 89.43021, -116.62354, -116.62354, 1.00, 1.00, 0.00
131, 131, 376.82108, 90.0527, -116.62354, -116.62354, 1.00, 1.00, 0.00
132, 132, 376.82108, 90.0527, -116.62354, -116.62354, 1.00, 1.00, 0.00
133, 133, 375.82376, 90.0527, -116.33757, -116.33757, 1.00, 1.00, 0.00
134, 134, 375.82376, 90.0527, -116.33757, -116.33757, 1.00, 1.00, 0.00
135, 135, 375.82376, 89.43021, -116.33757, -116.33757, 1.00, 1.00, 0.00
136, 136, 375.53781, 89.43021, -117.33487, -117.33487, 1.00, 1.00, 0.00
137, 137, 375.82376, 89.43021, -116.33757, -116.33757, 1.00, 1.00, 0.00
138, 138, 376.53513, 89.43021, -117.62083, -117.62083, 1.00, 1.00, 0.00
139, 139, 376.82108, 89.43021, -116.62354, -116.62354, 1.00, 1.00, 0.00
140, 140, 376.53513, 90.0527, -117.62083, -117.62083, 1.00, 1.00, 0.00
141, 141, 376.82108, 90.0527, -116.62354, -116.62354, 1.00, 1.00, 0.00
142, 142, 375.53781, 90.0527, -117.33487, -117.33487, 1.00, 1.00, 0.00
143, 143, 375.82376, 90.0527, -116.33757, -116.33757, 1.00, 1.00, 0.00
144, 144, 381.5166, 89.53814, -104.16354, -104.16354, 0.00, 1.00, 1.00
145, 145, 381.94672, 89.53814, -103.19748, -103.19748, 0.00, 1.00, 1.00
146, 146, 381.94672, 89.53814, -103.19748, -103.19748, 0.00, 1.00, 1.00
147, 147, 381.94672, 90.18063, -103.19748, -103.19748, 0.00, 1.00, 1.00
148, 148, 381.94672, 90.18063, -103.19748, -103.19748, 0.00, 1.00, 1.00
149, 149, 381.5166, 90.18063, -104.16354, -104.16354, 0.00, 1.00, 1.00
150, 150, 381.5166, 90.18063, -104.16354, -104.16354, 0.00, 1.00, 1.00
151, 151, 381.5166, 89.53814, -104.16354, -104.16354, 0.00, 1.00, 1.00
152, 152, 380.55054, 89.53814, -103.73343, -103.73343, 0.00, 1.00, 1.00
153, 153, 380.98065, 89.53814, -102.76736, -102.76736, 0.00, 1.00, 1.00
154, 154, 380.98065, 89.53814, -102.76736, -102.76736, 0.00, 1.00, 1.00
155, 155, 380.98065, 90.18063, -102.76736, -102.76736, 0.00, 1.00, 1.00
156, 156, 380.98065, 90.18063, -102.76736, -102.76736, 0.00, 1.00, 1.00
157, 157, 380.55054, 90.18063, -103.73343, -103.73343, 0.00, 1.00, 1.00
158, 158, 380.55054, 90.18063, -103.73343, -103.73343, 0.00, 1.00, 1.00
159, 159, 380.55054, 89.53814, -103.73343, -103.73343, 0.00, 1.00, 1.00
160, 160, 381.5166, 89.53814, -104.16354, -104.16354, 0.00, 1.00, 1.00
161, 161, 380.55054, 89.53814, -103.73343, -103.73343, 0.00, 1.00, 1.00
162, 162, 381.94672, 89.53814, -103.19748, -103.19748, 0.00, 1.00, 1.00
163, 163, 380.98065, 89.53814, -102.76736, -102.76736, 0.00, 1.00, 1.00
164, 164, 381.94672, 90.18063, -103.19748, -103.19748, 0.00, 1.00, 1.00
165, 165, 380.98065, 90.18063, -102.76736, -102.76736, 0.00, 1.00, 1.00
166, 166, 381.5166, 90.18063, -104.16354, -104.16354, 0.00, 1.00, 1.00
167, 167, 380.55054, 90.18063, -103.73343, -103.73343, 0.00, 1.00, 1.00
168, 168, 381.51154, 89.54814, -104.15034, -104.15034, 1.00, 1.00, 0.00
169, 169, 381.93353, 89.54814, -103.20255, -103.20255, 1.00, 1.00, 0.00
170, 170, 381.93353, 89.54814, -103.20255, -103.20255, 1.00, 1.00, 0.00
171, 171, 381.93353, 90.17062, -103.20255, -103.20255, 1.00, 1.00, 0.00
172, 172, 381.93353, 90.17062, -103.20255, -103.20255, 1.00, 1.00, 0.00
173, 173, 381.51154, 90.17062, -104.15034, -104.15034, 1.00, 1.00, 0.00
174, 174, 381.51154, 90.17062, -104.15034, -104.15034, 1.00, 1.00, 0.00
175, 175, 381.51154, 89.54814, -104.15034, -104.15034, 1.00, 1.00, 0.00
176, 176, 380.56372, 89.54814, -103.72836, -103.72836, 1.00, 1.00, 0.00
177, 177, 380.98572, 89.54814, -102.78057, -102.78057, 1.00, 1.00, 0.00
178, 178, 380.98572, 89.54814, -102.78057, -102.78057, 1.00, 1.00, 0.00
179, 179, 380.98572, 90.17062, -102.78057, -102.78057, 1.00, 1.00, 0.00
180, 180, 380.98572, 90.17062, -102.78057, -102.78057, 1.00, 1.00, 0.00
181, 181, 380.56372, 90.17062, -103.72836, -103.72836, 1.00, 1.00, 0.00
182, 182, 380.56372, 90.17062, -103.72836, -103.72836, 1.00, 1.00, 0.00
183, 183, 380.56372, 89.54814, -103.72836, -103.72836, 1.00, 1.00, 0.00
184, 184, 381.51154, 89.54814, -104.15034, -104.15034, 1.00, 1.00, 0.00
185, 185, 380.56372, 89.54814, -103.72836, -103.72836, 1.00, 1.00, 0.00
186, 186, 381.93353, 89.54814, -103.20255, -103.20255, 1.00, 1.00, 0.00
187, 187, 380.98572, 89.54814, -102.78057, -102.78057, 1.00, 1.00, 0.00
188, 188, 381.93353, 90.17062, -103.20255, -103.20255, 1.00, 1.00, 0.00
189, 189, 380.98572, 90.17062, -102.78057, -102.78057, 1.00, 1.00, 0.00
190, 190, 381.51154, 90.17062, -104.15034, -104.15034, 1.00, 1.00, 0.00
191, 191, 380.56372, 90.17062, -103.72836, -103.72836, 1.00, 1.00, 0.00
192, 192, 363.36572, 89.53814, -98.48022, -98.48022, 0.00, 1.00, 1.00
193, 193, 363.79584, 89.53814, -97.51415, -97.51415, 0.00, 1.00, 1.00
194, 194, 363.79584, 89.53814, -97.51415, -97.51415, 0.00, 1.00, 1.00
195, 195, 363.79584, 90.18063, -97.51415, -97.51415, 0.00, 1.00, 1.00
196, 196, 363.79584, 90.18063, -97.51415, -97.51415, 0.00, 1.00, 1.00
197, 197, 363.36572, 90.18063, -98.48022, -98.48022, 0.00, 1.00, 1.00
198, 198, 363.36572, 90.18063, -98.48022, -98.48022, 0.00, 1.00, 1.00
199, 199, 363.36572, 89.53814, -98.48022, -98.48022, 0.00, 1.00, 1.00
200, 200, 362.39966, 89.53814, -98.0501, -98.0501, 0.00, 1.00, 1.00
201, 201, 362.82977, 89.53814, -97.08404, -97.08404, 0.00, 1.00, 1.00
202, 202, 362.82977, 89.53814, -97.08404, -97.08404, 0.00, 1.00, 1.00
203, 203, 362.82977, 90.18063, -97.08404, -97.08404, 0.00, 1.00, 1.00
204, 204, 362.82977, 90.18063, -97.08404, -97.08404, 0.00, 1.00, 1.00
205, 205, 362.39966, 90.18063, -98.0501, -98.0501, 0.00, 1.00, 1.00
206, 206, 362.39966, 90.18063, -98.0501, -98.0501, 0.00, 1.00, 1.00
207, 207, 362.39966, 89.53814, -98.0501, -98.0501, 0.00, 1.00, 1.00
208, 208, 363.36572, 89.53814, -98.48022, -98.48022, 0.00, 1.00, 1.00
209, 209, 362.39966, 89.53814, -98.0501, -98.0501, 0.00, 1.00, 1.00
210, 210, 363.79584, 89.53814, -97.51415, -97.51415, 0.00, 1.00, 1.00
211, 211, 362.82977, 89.53814, -97.08404, -97.08404, 0.00, 1.00, 1.00
212, 212, 363.79584, 90.18063, -97.51415, -97.51415, 0.00, 1.00, 1.00
213, 213, 362.82977, 90.18063, -97.08404, -97.08404, 0.00, 1.00, 1.00
214, 214, 363.36572, 90.18063, -98.48022, -98.48022, 0.00, 1.00, 1.00
215, 215, 362.39966, 90.18063, -98.0501, -98.0501, 0.00, 1.00, 1.00
216, 216, 363.36066, 89.54814, -98.46701, -98.46701, 1.00, 1.00, 0.00
217, 217, 363.78265, 89.54814, -97.51923, -97.51923, 1.00, 1.00, 0.00
218, 218, 363.78265, 89.54814, -97.51923, -97.51923, 1.00, 1.00, 0.00
219, 219, 363.78265, 90.17062, -97.51923, -97.51923, 1.00, 1.00, 0.00
220, 220, 363.78265, 90.17062, -97.51923, -97.51923, 1.00, 1.00, 0.00
221, 221, 363.36066, 90.17062, -98.46701, -98.46701, 1.00, 1.00, 0.00
222, 222, 363.36066, 90.17062, -98.46701, -98.46701, 1.00, 1.00, 0.00
223, 223, 363.36066, 89.54814, -98.46701, -98.46701, 1.00, 1.00, 0.00
224, 224, 362.41284, 89.54814, -98.04503, -98.04503, 1.00, 1.00, 0.00
225, 225, 362.83484, 89.54814, -97.09724, -97.09724, 1.00, 1.00, 0.00
226, 226, 362.83484, 89.54814, -97.09724, -97.09724, 1.00, 1.00, 0.00
227, 227, 362.83484, 90.17062, -97.09724, -97.09724, 1.00, 1.00, 0.00
228, 228, 362.83484, 90.17062, -97.09724, -97.09724, 1.00, 1.00, 0.00
229, 229, 362.41284, 90.17062, -98.04503, -98.04503, 1.00, 1.00, 0.00
230, 230, 362.41284, 90.17062, -98.04503, -98.04503, 1.00, 1.00, 0.00
231, 231, 362.41284, 89.54814, -98.04503, -98.04503, 1.00, 1.00, 0.00
232, 232, 363.36066, 89.54814, -98.46701, -98.46701, 1.00, 1.00, 0.00
233, 233, 362.41284, 89.54814, -98.04503, -98.04503, 1.00, 1.00, 0.00
234, 234, 363.78265, 89.54814, -97.51923, -97.51923, 1.00, 1.00, 0.00
235, 235, 362.83484, 89.54814, -97.09724, -97.09724, 1.00, 1.00, 0.00
236, 236, 363.78265, 90.17062, -97.51923, -97.51923, 1.00, 1.00, 0.00
237, 237, 362.83484, 90.17062, -97.09724, -97.09724, 1.00, 1.00, 0.00
238, 238, 363.36066, 90.17062, -98.46701, -98.46701, 1.00, 1.00, 0.00
239, 239, 362.41284, 90.17062, -98.04503, -98.04503, 1.00, 1.00, 0.00
240, 240, 367.13596, 89.57387, -122.81176, -122.81176, 0.00, 1.00, 1.00
241, 241, 367.00711, 89.57387, -123.86137, -123.86137, 0.00, 1.00, 1.00
242, 242, 367.00711, 89.57387, -123.86137, -123.86137, 0.00, 1.00, 1.00
243, 243, 367.00711, 90.21635, -123.86137, -123.86137, 0.00, 1.00, 1.00
244, 244, 367.00711, 90.21635, -123.86137, -123.86137, 0.00, 1.00, 1.00
245, 245, 367.13596, 90.21635, -122.81176, -122.81176, 0.00, 1.00, 1.00
246, 246, 367.13596, 90.21635, -122.81176, -122.81176, 0.00, 1.00, 1.00
247, 247, 367.13596, 89.57387, -122.81176, -122.81176, 0.00, 1.00, 1.00
248, 248, 368.18558, 89.57387, -122.94064, -122.94064, 0.00, 1.00, 1.00
249, 249, 368.05673, 89.57387, -123.99024, -123.99024, 0.00, 1.00, 1.00
250, 250, 368.05673, 89.57387, -123.99024, -123.99024, 0.00, 1.00, 1.00
251, 251, 368.05673, 90.21635, -123.99024, -123.99024, 0.00, 1.00, 1.00
252, 252, 368.05673, 90.21635, -123.99024, -123.99024, 0.00, 1.00, 1.00
253, 253, 368.18558, 90.21635, -122.94064, -122.94064, 0.00, 1.00, 1.00
254, 254, 368.18558, 90.21635, -122.94064, -122.94064, 0.00, 1.00, 1.00
255, 255, 368.18558, 89.57387, -122.94064, -122.94064, 0.00, 1.00, 1.00
256, 256, 367.13596, 89.57387, -122.81176, -122.81176, 0.00, 1.00, 1.00
257, 257, 368.18558, 89.57387, -122.94064, -122.94064, 0.00, 1.00, 1.00
258, 258, 367.00711, 89.57387, -123.86137, -123.86137, 0.00, 1.00, 1.00
259, 259, 368.05673, 89.57387, -123.99024, -123.99024, 0.00, 1.00, 1.00
260, 260, 367.00711, 90.21635, -123.86137, -123.86137, 0.00, 1.00, 1.00
261, 261, 368.05673, 90.21635, -123.99024, -123.99024, 0.00, 1.00, 1.00
262, 262, 367.13596, 90.21635, -122.81176, -122.81176, 0.00, 1.00, 1.00
263, 263, 368.18558, 90.21635, -122.94064, -122.94064, 0.00, 1.00, 1.00
264, 264, 367.14471, 89.58387, -122.82291, -122.82291, 1.00, 1.00, 0.00
265, 265, 367.01825, 89.58387, -123.85266, -123.85266, 1.00, 1.00, 0.00
266, 266, 367.01825, 89.58387, -123.85266, -123.85266, 1.00, 1.00, 0.00
267, 267, 367.01825, 90.20635, -123.85266, -123.85266, 1.00, 1.00, 0.00
268, 268, 367.01825, 90.20635, -123.85266, -123.85266, 1.00, 1.00, 0.00
269, 269, 367.14471, 90.20635, -122.82291, -122.82291, 1.00, 1.00, 0.00
270, 270, 367.14471, 90.20635, -122.82291, -122.82291, 1.00, 1.00, 0.00
271, 271, 367.14471, 89.58387, -122.82291, -122.82291, 1.00, 1.00, 0.00
272, 272, 368.17444, 89.58387, -122.94934, -122.94934, 1.00, 1.00, 0.00
273, 273, 368.04797, 89.58387, -123.9791, -123.9791, 1.00, 1.00, 0.00
274, 274, 368.04797, 89.58387, -123.9791, -123.9791, 1.00, 1.00, 0.00
275, 275, 368.04797, 90.20635, -123.9791, -123.9791, 1.00, 1.00, 0.00
276, 276, 368.04797, 90.20635, -123.9791, -123.9791, 1.00, 1.00, 0.00
277, 277, 368.17444, 90.20635, -122.94934, -122.94934, 1.00, 1.00, 0.00
278, 278, 368.17444, 90.20635, -122.94934, -122.94934, 1.00, 1.00, 0.00
279, 279, 368.17444, 89.58387, -122.94934, -122.94934, 1.00, 1.00, 0.00
280, 280, 367.14471, 89.58387, -122.82291, -122.82291, 1.00, 1.00, 0.00
281, 281, 368.17444, 89.58387, -122.94934, -122.94934, 1.00, 1.00, 0.00
282, 282, 367.01825, 89.58387, -123.85266, -123.85266, 1.00, 1.00, 0.00
283, 283, 368.04797, 89.58387, -123.9791, -123.9791, 1.00, 1.00, 0.00
284, 284, 367.01825, 90.20635, -123.85266, -123.85266, 1.00, 1.00, 0.00
285, 285, 368.04797, 90.20635, -123.9791, -123.9791, 1.00, 1.00, 0.00
286, 286, 367.14471, 90.20635, -122.82291, -122.82291, 1.00, 1.00, 0.00
287, 287, 368.17444, 90.20635, -122.94934, -122.94934, 1.00, 1.00, 0.00
288, 288, 216.78487, 71.09495, -29.68996, -29.68996, 0.00, 1.00, 1.00
289, 289, 216.63887, 71.09495, -28.50088, -28.50088, 0.00, 1.00, 1.00
290, 290, 216.63887, 71.09495, -28.50088, -28.50088, 0.00, 1.00, 1.00
291, 291, 216.63887, 72.14538, -28.50088, -28.50088, 0.00, 1.00, 1.00
292, 292, 216.63887, 72.14538, -28.50088, -28.50088, 0.00, 1.00, 1.00
293, 293, 216.78487, 72.14538, -29.68996, -29.68996, 0.00, 1.00, 1.00
294, 294, 216.78487, 72.14538, -29.68996, -29.68996, 0.00, 1.00, 1.00
295, 295, 216.78487, 71.09495, -29.68996, -29.68996, 0.00, 1.00, 1.00
296, 296, 214.53386, 71.09495, -29.96635, -29.96635, 0.00, 1.00, 1.00
297, 297, 214.38786, 71.09495, -28.77727, -28.77727, 0.00, 1.00, 1.00
298, 298, 214.38786, 71.09495, -28.77727, -28.77727, 0.00, 1.00, 1.00
299, 299, 214.38786, 72.14538, -28.77727, -28.77727, 0.00, 1.00, 1.00
300, 300, 214.38786, 72.14538, -28.77727, -28.77727, 0.00, 1.00, 1.00
301, 301, 214.53386, 72.14538, -29.96635, -29.96635, 0.00, 1.00, 1.00
302, 302, 214.53386, 72.14538, -29.96635, -29.96635, 0.00, 1.00, 1.00
303, 303, 214.53386, 71.09495, -29.96635, -29.96635, 0.00, 1.00, 1.00
304, 304, 216.78487, 71.09495, -29.68996, -29.68996, 0.00, 1.00, 1.00
305, 305, 214.53386, 71.09495, -29.96635, -29.96635, 0.00, 1.00, 1.00
306, 306, 216.63887, 71.09495, -28.50088, -28.50088, 0.00, 1.00, 1.00
307, 307, 214.38786, 71.09495, -28.77727, -28.77727, 0.00, 1.00, 1.00
308, 308, 216.63887, 72.14538, -28.50088, -28.50088, 0.00, 1.00, 1.00
309, 309, 214.38786, 72.14538, -28.77727, -28.77727, 0.00, 1.00, 1.00
310, 310, 216.78487, 72.14538, -29.68996, -29.68996, 0.00, 1.00, 1.00
311, 311, 214.53386, 72.14538, -29.96635, -29.96635, 0.00, 1.00, 1.00
312, 312, 216.77371, 71.10495, -29.68125, -29.68125, 1.00, 1.00, 0.00
313, 313, 216.63016, 71.10495, -28.51202, -28.51202, 1.00, 1.00, 0.00
314, 314, 216.63016, 71.10495, -28.51202, -28.51202, 1.00, 1.00, 0.00
315, 315, 216.63016, 72.13538, -28.51202, -28.51202, 1.00, 1.00, 0.00
316, 316, 216.63016, 72.13538, -28.51202, -28.51202, 1.00, 1.00, 0.00
